ISO3,Country,Year,Hypertension_Pct,Hypertension_Diagnosed_Pct,Hypertension_Treated_Pct,Hypertension_Controlled_Pct,Untreated_Stage2_Pct
MHL,Marshall Islands,1996,0.281610065820183,0.357912664225906,0.304431324830941,0.10557401151238135,0.221808720856915
MHL,Marshall Islands,1997,0.2804502509649265,0.363266784029878,0.306668089508186,0.1093411652480528,0.2185803189309375
MHL,Marshall Islands,1998,0.2797353991371565,0.3689640153499705,0.30898854356731953,0.11330890692057939,0.215589863933684
MHL,Marshall Islands,1999,0.279497530757744,0.374736891553407,0.31130815586002447,0.11727116733895404,0.21298532157731148
MHL,Marshall Islands,2000,0.2797452042224595,0.3804488833657555,0.313676669533548,0.1213107657415423,0.2107367820603785
MHL,Marshall Islands,2001,0.2804669446253955,0.3860983833334485,0.31609030944711647,0.12538658780651055,0.2088873840213185
MHL,Marshall Islands,2002,0.28167766458431354,0.39165170788292847,0.3184728787019225,0.12942899570569935,0.207471303154863
MHL,Marshall Islands,2003,0.283355220052659,0.39704445638305297,0.3207180577436795,0.13327065835559646,0.206539818864943
MHL,Marshall Islands,2004,0.2854559030404765,0.402272144919509,0.3227655189659565,0.1368432614509632,0.20606431264098152
MHL,Marshall Islands,2005,0.28797536111716904,0.40738963847134446,0.3244860414646055,0.13998030242927,0.20606452809633652
MHL,Marshall Islands,2006,0.290819563276701,0.41241401209844397,0.3258159238560025,0.14263802209586351,0.20654822798321898
MHL,Marshall Islands,2007,0.2939490074970945,0.41722303780098,0.326634537080303,0.14464823491949,0.20743968592671852
MHL,Marshall Islands,2008,0.297186471132729,0.4218400545596095,0.326928064321912,0.1459748601759115,0.2087328286146565
MHL,Marshall Islands,2009,0.30042645306499205,0.426249112631182,0.3266693676768485,0.146731457150803,0.210388898722802
MHL,Marshall Islands,2010,0.30344914049481253,0.4304573504251865,0.3259388744902315,0.147147327428039,0.21232529153525748
MHL,Marshall Islands,2011,0.3061676572266985,0.434267779751875,0.3246899281276535,0.14729979237429902,0.2144946276990365
MHL,Marshall Islands,2012,0.308514571157259,0.43766613573955504,0.3229614153503475,0.147282311352413,0.2169363934145955
MHL,Marshall Islands,2013,0.310431344115473,0.440825292303013,0.3207329629570515,0.147172360631148,0.2196282948186655
MHL,Marshall Islands,2014,0.31207114630237953,0.443742237771915,0.318089371841097,0.14697616436091898,0.22259926257114948
MHL,Marshall Islands,2015,0.31347128303271155,0.44629014593717153,0.3150821597688025,0.14666468811344602,0.22577974732615003
MHL,Marshall Islands,2016,0.3147253053483215,0.4486443389793605,0.3120122341769485,0.1463775685895015,0.22911602083995902
MHL,Marshall Islands,2017,0.3159713159475655,0.4506850159630025,0.30855091647620503,0.1459111070090495,0.2326962809459165
