ISO3,Country,Year,Population,Population_Thousands,Population_Density,Median_Age,Population_Growth_Rate
FJI,Fiji,1950,309514.0,309.514,16.941,16.775,2.031
FJI,Fiji,1951,316123.0,316.123,17.303,16.586,2.194
FJI,Fiji,1952,323365.0,323.365,17.699,16.413,2.334
FJI,Fiji,1953,331215.0,331.215,18.129,16.258,2.462
FJI,Fiji,1954,339745.0,339.745,18.596,16.122,2.621
FJI,Fiji,1955,349070.0,349.07,19.106,16.004,2.792
FJI,Fiji,1956,359210.0,359.21,19.661,15.9,2.933
FJI,Fiji,1957,369913.0,369.913,20.247,15.812,2.94
FJI,Fiji,1958,381072.0,381.072,20.858,15.741,3.003
FJI,Fiji,1959,392760.0,392.76,21.498,15.676,3.038
FJI,Fiji,1960,404887.0,404.887,22.161,15.611,3.044
FJI,Fiji,1961,417406.0,417.406,22.846,15.556,3.045
FJI,Fiji,1962,430536.0,430.536,23.565,15.522,3.148
FJI,Fiji,1963,444276.0,444.276,24.317,15.516,3.135
FJI,Fiji,1964,458324.0,458.324,25.086,15.541,3.091
FJI,Fiji,1965,472575.0,472.575,25.866,15.592,3.034
FJI,Fiji,1966,486487.0,486.487,26.628,15.664,2.773
FJI,Fiji,1967,498873.0,498.873,27.306,15.74,2.262
FJI,Fiji,1968,510002.0,510.002,27.915,15.826,2.152
FJI,Fiji,1969,520797.0,520.797,28.506,15.943,2.038
FJI,Fiji,1970,531188.0,531.188,29.074,16.086,1.914
FJI,Fiji,1971,541121.0,541.121,29.618,16.259,1.793
FJI,Fiji,1972,550499.0,550.499,30.131,16.463,1.645
FJI,Fiji,1973,559222.0,559.222,30.609,16.693,1.501
FJI,Fiji,1974,567489.0,567.489,31.061,16.943,1.435
FJI,Fiji,1975,575906.0,575.906,31.522,17.198,1.51
FJI,Fiji,1976,585534.0,585.534,32.049,17.445,1.804
FJI,Fiji,1977,597805.0,597.805,32.721,17.672,2.339
FJI,Fiji,1978,612091.0,612.091,33.503,17.882,2.384
FJI,Fiji,1979,626862.0,626.862,34.311,18.082,2.385
FJI,Fiji,1980,641975.0,641.975,35.138,18.269,2.379
FJI,Fiji,1981,657471.0,657.471,35.986,18.451,2.391
FJI,Fiji,1982,673414.0,673.414,36.859,18.631,2.4
FJI,Fiji,1983,689835.0,689.835,37.758,18.809,2.418
FJI,Fiji,1984,706716.0,706.716,38.682,18.978,2.417
FJI,Fiji,1985,723761.0,723.761,39.615,19.143,2.35
FJI,Fiji,1986,739306.0,739.306,40.466,19.314,1.905
FJI,Fiji,1987,750540.0,750.54,41.08,19.472,1.118
FJI,Fiji,1988,758697.0,758.697,41.527,19.615,1.045
FJI,Fiji,1989,766321.0,766.321,41.944,19.752,0.955
FJI,Fiji,1990,773316.0,773.316,42.327,19.88,0.862
FJI,Fiji,1991,779656.0,779.656,42.674,19.997,0.771
FJI,Fiji,1992,785346.0,785.346,42.986,20.108,0.684
FJI,Fiji,1993,790369.0,790.369,43.26,20.211,0.592
FJI,Fiji,1994,794771.0,794.771,43.501,20.307,0.519
FJI,Fiji,1995,798746.0,798.746,43.719,20.4,0.479
FJI,Fiji,1996,803789.0,803.789,43.995,20.51,0.779
FJI,Fiji,1997,812139.0,812.139,44.452,20.679,1.285
FJI,Fiji,1998,822258.0,822.258,45.006,20.911,1.192
FJI,Fiji,1999,831828.0,831.828,45.53,21.17,1.123
FJI,Fiji,2000,840909.0,840.909,46.027,21.442,1.049
FJI,Fiji,2001,849596.0,849.596,46.502,21.722,1.006
FJI,Fiji,2002,858049.0,858.049,46.965,22.002,0.974
FJI,Fiji,2003,866286.0,866.286,47.416,22.281,0.937
FJI,Fiji,2004,874366.0,874.366,47.858,22.569,0.92
FJI,Fiji,2005,882379.0,882.379,48.297,22.862,0.905
FJI,Fiji,2006,890365.0,890.365,48.734,23.158,0.898
FJI,Fiji,2007,897832.0,897.832,49.142,23.463,0.773
FJI,Fiji,2008,903399.0,903.399,49.447,23.756,0.464
FJI,Fiji,2009,907239.0,907.239,49.657,24.036,0.384
FJI,Fiji,2010,910419.0,910.419,49.831,24.315,0.315
FJI,Fiji,2011,912989.0,912.989,49.972,24.592,0.248
FJI,Fiji,2012,914918.0,914.918,50.078,24.852,0.174
FJI,Fiji,2013,916352.0,916.352,50.156,25.105,0.139
FJI,Fiji,2014,917585.0,917.585,50.224,25.363,0.13
FJI,Fiji,2015,918578.0,918.578,50.278,25.62,0.087
FJI,Fiji,2016,919166.0,919.166,50.31,25.883,0.041
FJI,Fiji,2017,918759.0,918.759,50.288,26.166,-0.13
FJI,Fiji,2018,917180.0,917.18,50.201,26.468,-0.214
FJI,Fiji,2019,914899.0,914.899,50.077,26.776,-0.284
FJI,Fiji,2020,914963.0,914.963,50.08,27.059,0.298
FJI,Fiji,2021,916711.0,916.711,50.176,27.283,0.084
FJI,Fiji,2022,919422.0,919.422,50.324,27.475,0.506
FJI,Fiji,2023,924145.0,924.145,50.583,27.666,0.519
SLB,Solomon Islands,1950,108634.0,108.634,3.773,16.642,2.036
SLB,Solomon Islands,1951,110957.0,110.957,3.853,16.542,2.195
SLB,Solomon Islands,1952,113488.0,113.488,3.941,16.438,2.314
SLB,Solomon Islands,1953,116210.0,116.21,4.036,16.337,2.426
SLB,Solomon Islands,1954,119112.0,119.112,4.136,16.235,2.505
SLB,Solomon Islands,1955,122190.0,122.19,4.243,16.133,2.598
SLB,Solomon Islands,1956,125345.0,125.345,4.353,16.036,2.502
SLB,Solomon Islands,1957,128678.0,128.678,4.469,15.933,2.743
SLB,Solomon Islands,1958,132304.0,132.304,4.595,15.823,2.815
SLB,Solomon Islands,1959,136125.0,136.125,4.727,15.72,2.879
SLB,Solomon Islands,1960,139688.0,139.688,4.851,15.697,2.295
SLB,Solomon Islands,1961,142912.0,142.912,4.963,15.75,2.269
SLB,Solomon Islands,1962,146201.0,146.201,5.077,15.801,2.282
SLB,Solomon Islands,1963,149589.0,149.589,5.195,15.838,2.3
SLB,Solomon Islands,1964,153085.0,153.085,5.316,15.863,2.32
SLB,Solomon Islands,1965,156686.0,156.686,5.441,15.881,2.33
SLB,Solomon Islands,1966,160393.0,160.393,5.57,15.881,2.346
SLB,Solomon Islands,1967,164245.0,164.245,5.704,15.825,2.399
SLB,Solomon Islands,1968,168282.0,168.282,5.844,15.727,2.457
SLB,Solomon Islands,1969,172476.0,172.476,5.99,15.63,2.467
SLB,Solomon Islands,1970,176579.0,176.579,6.132,15.557,2.237
SLB,Solomon Islands,1971,180637.0,180.637,6.273,15.502,2.306
SLB,Solomon Islands,1972,184994.0,184.994,6.424,15.431,2.46
SLB,Solomon Islands,1973,189774.0,189.774,6.59,15.326,2.64
SLB,Solomon Islands,1974,195041.0,195.041,6.773,15.175,2.832
SLB,Solomon Islands,1975,200744.0,200.744,6.971,14.979,2.932
SLB,Solomon Islands,1976,207194.0,207.194,7.195,14.844,3.385
SLB,Solomon Islands,1977,214418.0,214.418,7.446,14.798,3.469
SLB,Solomon Islands,1978,222029.0,222.029,7.71,14.77,3.506
SLB,Solomon Islands,1979,229953.0,229.953,7.986,14.759,3.507
SLB,Solomon Islands,1980,238135.0,238.135,8.27,14.768,3.486
SLB,Solomon Islands,1981,246555.0,246.555,8.562,14.797,3.464
SLB,Solomon Islands,1982,255200.0,255.2,8.862,14.844,3.428
SLB,Solomon Islands,1983,264068.0,264.068,9.17,14.907,3.404
SLB,Solomon Islands,1984,273163.0,273.163,9.486,14.98,3.368
SLB,Solomon Islands,1985,282455.0,282.455,9.809,15.063,3.324
SLB,Solomon Islands,1986,291842.0,291.842,10.135,15.163,3.216
SLB,Solomon Islands,1987,301414.0,301.414,10.467,15.263,3.238
SLB,Solomon Islands,1988,311265.0,311.265,10.809,15.373,3.195
SLB,Solomon Islands,1989,321282.0,321.282,11.157,15.515,3.141
SLB,Solomon Islands,1990,331435.0,331.435,11.51,15.675,3.083
SLB,Solomon Islands,1991,341738.0,341.738,11.868,15.844,3.041
SLB,Solomon Islands,1992,352205.0,352.205,12.231,16.011,2.993
SLB,Solomon Islands,1993,362839.0,362.839,12.6,16.171,2.956
SLB,Solomon Islands,1994,373675.0,373.675,12.977,16.321,2.93
SLB,Solomon Islands,1995,384733.0,384.733,13.361,16.461,2.903
SLB,Solomon Islands,1996,396009.0,396.009,13.752,16.595,2.875
SLB,Solomon Islands,1997,407474.0,407.474,14.15,16.727,2.834
SLB,Solomon Islands,1998,419071.0,419.071,14.553,16.864,2.779
SLB,Solomon Islands,1999,430500.0,430.5,14.95,17.014,2.605
SLB,Solomon Islands,2000,440469.0,440.469,15.296,17.186,1.98
SLB,Solomon Islands,2001,449125.0,449.125,15.597,17.371,1.913
SLB,Solomon Islands,2002,457671.0,457.671,15.894,17.557,1.858
SLB,Solomon Islands,2003,466154.0,466.154,16.188,17.738,1.816
SLB,Solomon Islands,2004,474611.0,474.611,16.482,17.91,1.781
SLB,Solomon Islands,2005,483080.0,483.08,16.776,18.069,1.757
SLB,Solomon Islands,2006,491594.0,491.594,17.072,18.207,1.737
SLB,Solomon Islands,2007,500156.0,500.156,17.369,18.321,1.717
SLB,Solomon Islands,2008,508790.0,508.79,17.669,18.408,1.707
SLB,Solomon Islands,2009,518140.99999999994,518.141,17.994,18.467,1.934
SLB,Solomon Islands,2010,532968.0,532.968,18.508,18.519,3.685
SLB,Solomon Islands,2011,552945.0,552.945,19.202,18.577,3.675
SLB,Solomon Islands,2012,573606.0,573.606,19.92,18.64,3.662
SLB,Solomon Islands,2013,594945.0,594.945,20.661,18.708,3.643
SLB,Solomon Islands,2014,616908.0,616.908,21.423,18.788,3.608
SLB,Solomon Islands,2015,639415.0,639.415,22.205,18.886,3.56
SLB,Solomon Islands,2016,662379.0,662.379,23.002,19.006,3.498
SLB,Solomon Islands,2017,685672.0,685.672,23.811,19.153,3.416
SLB,Solomon Islands,2018,709101.0,709.101,24.625,19.328,3.306
SLB,Solomon Islands,2019,728147.0,728.147,25.286,19.482,2.012
SLB,Solomon Islands,2020,744498.0,744.498,25.854,19.637,2.425
SLB,Solomon Islands,2021,762591.0,762.591,26.483,19.827,2.378
SLB,Solomon Islands,2022,781066.0,781.066,27.124,20.03,2.409
SLB,Solomon Islands,2023,800005.0,800.005,27.782,20.251,2.383
VUT,Vanuatu,1950,51541.0,51.541,4.228,17.663,1.62
VUT,Vanuatu,1951,52360.0,52.36,4.295,17.56,1.532
VUT,Vanuatu,1952,53261.0,53.261,4.369,17.455,1.879
VUT,Vanuatu,1953,54300.0,54.3,4.454,17.342,1.98
VUT,Vanuatu,1954,55422.0,55.422,4.547,17.231,2.111
VUT,Vanuatu,1955,56633.0,56.633,4.646,17.12,2.209
VUT,Vanuatu,1956,57925.0,57.925,4.752,17.014,2.303
VUT,Vanuatu,1957,59376.0,59.376,4.871,16.91,2.641
VUT,Vanuatu,1958,60981.0,60.981,5.003,16.803,2.694
VUT,Vanuatu,1959,62669.0,62.669,5.141,16.698,2.765
VUT,Vanuatu,1960,64431.0,64.431,5.286,16.589,2.778
VUT,Vanuatu,1961,66264.0,66.264,5.436,16.474,2.833
VUT,Vanuatu,1962,68174.0,68.174,5.593,16.362,2.847
VUT,Vanuatu,1963,70159.0,70.159,5.755,16.256,2.892
VUT,Vanuatu,1964,72219.0,72.219,5.924,16.155,2.898
VUT,Vanuatu,1965,74358.0,74.358,6.1,16.083,2.936
VUT,Vanuatu,1966,76590.0,76.59,6.283,16.025,2.978
VUT,Vanuatu,1967,78921.0,78.921,6.474,15.951,3.017
VUT,Vanuatu,1968,81314.0,81.314,6.671,15.902,2.959
VUT,Vanuatu,1969,83755.0,83.755,6.871,15.888,2.958
VUT,Vanuatu,1970,86266.0,86.266,7.077,15.885,2.95
VUT,Vanuatu,1971,88862.0,88.862,7.29,15.89,2.977
VUT,Vanuatu,1972,91562.0,91.562,7.511,15.905,3.01
VUT,Vanuatu,1973,94362.0,94.362,7.741,15.926,3.013
VUT,Vanuatu,1974,97260.0,97.26,7.979,15.954,3.036
VUT,Vanuatu,1975,100269.0,100.269,8.225,15.991,3.057
VUT,Vanuatu,1976,103388.0,103.388,8.481,16.038,3.071
VUT,Vanuatu,1977,106618.0,106.618,8.746,16.095,3.08
VUT,Vanuatu,1978,109963.0,109.963,9.021,16.157,3.098
VUT,Vanuatu,1979,113040.0,113.04,9.273,16.353,2.432
VUT,Vanuatu,1980,115660.0,115.66,9.488,16.544,2.154
VUT,Vanuatu,1981,118249.0,118.249,9.7,16.599,2.271
VUT,Vanuatu,1982,121035.0,121.035,9.929,16.642,2.387
VUT,Vanuatu,1983,123998.0,123.998,10.172,16.672,2.449
VUT,Vanuatu,1984,127109.0,127.109,10.427,16.679,2.506
VUT,Vanuatu,1985,130356.0,130.356,10.694,16.659,2.539
VUT,Vanuatu,1986,133720.0,133.72,10.97,16.635,2.557
VUT,Vanuatu,1987,137187.0,137.187,11.254,16.628,2.563
VUT,Vanuatu,1988,140756.0,140.756,11.547,16.64,2.573
VUT,Vanuatu,1989,144393.0,144.393,11.845,16.674,2.531
VUT,Vanuatu,1990,148063.0,148.063,12.146,16.721,2.489
VUT,Vanuatu,1991,151793.0,151.793,12.452,16.776,2.488
VUT,Vanuatu,1992,155608.0,155.608,12.765,16.839,2.476
VUT,Vanuatu,1993,159463.0,159.463,13.081,16.907,2.418
VUT,Vanuatu,1994,163314.0,163.314,13.397,16.974,2.354
VUT,Vanuatu,1995,167137.0,167.137,13.711,16.881,2.275
VUT,Vanuatu,1996,170911.0,170.911,14.021,16.526,2.191
VUT,Vanuatu,1997,174626.0,174.626,14.325,16.537,2.11
VUT,Vanuatu,1998,178313.0,178.313,14.628,16.717,2.069
VUT,Vanuatu,1999,182048.0,182.048,14.934,16.899,2.076
VUT,Vanuatu,2000,186281.0,186.281,15.281,17.114,2.516
VUT,Vanuatu,2001,191031.0,191.031,15.671,17.351,2.52
VUT,Vanuatu,2002,195863.0,195.863,16.068,17.592,2.476
VUT,Vanuatu,2003,200746.0,200.746,16.468,17.841,2.449
VUT,Vanuatu,2004,205711.0,205.711,16.875,18.094,2.438
VUT,Vanuatu,2005,210760.0,210.76,17.29,18.349,2.412
VUT,Vanuatu,2006,215923.0,215.923,17.713,18.602,2.428
VUT,Vanuatu,2007,221276.0,221.276,18.152,18.842,2.469
VUT,Vanuatu,2008,226896.0,226.896,18.613,19.061,2.547
VUT,Vanuatu,2009,232731.0,232.731,19.092,19.273,2.531
VUT,Vanuatu,2010,238248.0,238.248,19.545,19.457,2.159
VUT,Vanuatu,2011,243474.0,243.474,19.973,19.607,2.181
VUT,Vanuatu,2012,248883.0,248.883,20.417,19.747,2.214
VUT,Vanuatu,2013,254482.0,254.482,20.876,19.877,2.234
VUT,Vanuatu,2014,260240.0,260.24,21.349,19.992,2.24
VUT,Vanuatu,2015,266101.0,266.101,21.829,20.091,2.215
VUT,Vanuatu,2016,272087.0,272.087,22.32,20.167,2.234
VUT,Vanuatu,2017,278507.0,278.507,22.847,20.205,2.429
VUT,Vanuatu,2018,285259.0,285.259,23.401,20.205,2.363
VUT,Vanuatu,2019,291985.0,291.985,23.953,20.188,2.299
VUT,Vanuatu,2020,298858.0,298.858,24.517,20.158,2.354
VUT,Vanuatu,2021,305868.0,305.868,25.092,20.127,2.284
VUT,Vanuatu,2022,313046.0,313.046,25.681,20.121,2.355
VUT,Vanuatu,2023,320409.0,320.409,26.285,20.143,2.295
KIR,Kiribati,1950,37846.0,37.846,52.129,21.063,2.021
KIR,Kiribati,1951,38622.0,38.622,53.198,20.744,2.04
KIR,Kiribati,1952,39426.0,39.426,54.306,20.421,2.08
KIR,Kiribati,1953,40264.0,40.264,55.459,20.085,2.124
KIR,Kiribati,1954,41132.0,41.132,56.656,19.73,2.144
KIR,Kiribati,1955,42041.0,42.041,57.907,19.369,2.224
KIR,Kiribati,1956,42991.0,42.991,59.216,19.006,2.247
KIR,Kiribati,1957,43974.0,43.974,60.571,18.646,2.276
KIR,Kiribati,1958,44986.0,44.986,61.965,18.3,2.274
KIR,Kiribati,1959,46044.0,46.044,63.421,17.98,2.37
KIR,Kiribati,1960,47157.0,47.157,64.954,17.687,2.407
KIR,Kiribati,1961,48323.0,48.323,66.561,17.421,2.479
KIR,Kiribati,1962,49538.0,49.538,68.235,17.194,2.489
KIR,Kiribati,1963,50791.0,50.791,69.961,17.012,2.506
KIR,Kiribati,1964,52088.0,52.088,71.747,16.877,2.534
KIR,Kiribati,1965,53439.0,53.439,73.607,16.786,2.586
KIR,Kiribati,1966,54425.0,54.425,74.966,16.703,1.084
KIR,Kiribati,1967,54996.0,54.996,75.752,16.586,1.004
KIR,Kiribati,1968,55529.0,55.529,76.486,16.437,0.926
KIR,Kiribati,1969,56360.0,56.36,77.631,16.373,2.037
KIR,Kiribati,1970,57510.0,57.51,79.215,16.406,2.003
KIR,Kiribati,1971,58652.0,58.652,80.788,16.454,1.93
KIR,Kiribati,1972,59778.0,59.778,82.339,16.516,1.874
KIR,Kiribati,1973,60824.0,60.824,83.779,16.577,1.596
KIR,Kiribati,1974,61219.0,61.219,84.324,16.627,-0.292
KIR,Kiribati,1975,60987.0,60.987,84.004,16.702,-0.469
KIR,Kiribati,1976,60661.0,60.661,83.556,16.823,-0.602
KIR,Kiribati,1977,60267.0,60.267,83.012,16.96,-0.704
KIR,Kiribati,1978,59864.0,59.864,82.458,17.089,-0.636
KIR,Kiribati,1979,60172.0,60.172,82.881,17.279,1.654
KIR,Kiribati,1980,61148.0,61.148,84.225,17.517,1.565
KIR,Kiribati,1981,62121.0,62.121,85.567,17.74,1.595
KIR,Kiribati,1982,63134.0,63.134,86.961,17.965,1.638
KIR,Kiribati,1983,64169.0,64.169,88.387,18.188,1.615
KIR,Kiribati,1984,65227.99999999999,65.228,89.845,18.409,1.657
KIR,Kiribati,1985,66496.0,66.496,91.593,18.613,2.191
KIR,Kiribati,1986,68059.0,68.059,93.746,18.788,2.452
KIR,Kiribati,1987,69733.0,69.733,96.05,18.938,2.405
KIR,Kiribati,1988,71427.0,71.427,98.384,19.067,2.396
KIR,Kiribati,1989,73147.0,73.147,100.754,19.165,2.367
KIR,Kiribati,1990,74855.0,74.855,103.105,19.22,2.248
KIR,Kiribati,1991,76367.0,76.367,105.188,19.2,1.756
KIR,Kiribati,1992,77641.0,77.641,106.944,19.101,1.557
KIR,Kiribati,1993,78841.0,78.841,108.596,18.965,1.509
KIR,Kiribati,1994,80021.0,80.021,110.222,18.814,1.462
KIR,Kiribati,1995,81234.0,81.234,111.893,18.665,1.547
KIR,Kiribati,1996,82623.0,82.623,113.805,18.556,1.839
KIR,Kiribati,1997,84147.0,84.147,115.906,18.497,1.819
KIR,Kiribati,1998,85657.0,85.657,117.986,18.491,1.738
KIR,Kiribati,1999,87126.0,87.126,120.008,18.55,1.662
KIR,Kiribati,2000,88613.0,88.613,122.056,18.651,1.722
KIR,Kiribati,2001,90335.0,90.335,124.428,18.76,2.122
KIR,Kiribati,2002,92264.0,92.264,127.085,18.897,2.105
KIR,Kiribati,2003,94175.0,94.175,129.718,19.075,1.996
KIR,Kiribati,2004,96085.0,96.085,132.348,19.268,2.018
KIR,Kiribati,2005,98035.0,98.035,135.035,19.456,2.002
KIR,Kiribati,2006,100017.0,100.017,137.765,19.637,2.001
KIR,Kiribati,2007,102068.0,102.068,140.59,19.809,2.058
KIR,Kiribati,2008,104222.0,104.222,143.557,19.971,2.12
KIR,Kiribati,2009,106467.0,106.467,146.649,20.12,2.142
KIR,Kiribati,2010,108704.0,108.704,149.73,20.252,2.018
KIR,Kiribati,2011,110647.0,110.647,152.407,20.408,1.53
KIR,Kiribati,2012,112284.0,112.284,154.661,20.605,1.407
KIR,Kiribati,2013,113838.0,113.838,156.802,20.82,1.343
KIR,Kiribati,2014,115326.0,115.326,158.852,21.045,1.255
KIR,Kiribati,2015,116815.0,116.815,160.902,21.269,1.31
KIR,Kiribati,2016,118478.0,118.478,163.193,21.465,1.516
KIR,Kiribati,2017,120275.0,120.275,165.667,21.636,1.494
KIR,Kiribati,2018,122084.0,122.084,168.159,21.812,1.492
KIR,Kiribati,2019,123921.0,123.921,170.689,21.993,1.495
KIR,Kiribati,2020,126099.0,126.099,173.69,22.183,1.986
KIR,Kiribati,2021,128377.00000000001,128.377,176.828,22.363,1.598
KIR,Kiribati,2022,130469.0,130.469,179.709,22.529,1.633
KIR,Kiribati,2023,132530.0,132.53,182.549,22.686,1.504
MHL,Marshall Islands,1950,12996.0,12.996,72.2,17.165,1.046
MHL,Marshall Islands,1951,13111.0,13.111,72.842,16.925,0.725
MHL,Marshall Islands,1952,13215.0,13.215,73.417,16.867,0.848
MHL,Marshall Islands,1953,13309.0,13.309,73.942,16.912,0.579
MHL,Marshall Islands,1954,13392.0,13.392,74.397,17.008,0.65
MHL,Marshall Islands,1955,13482.0,13.482,74.903,17.147,0.705
MHL,Marshall Islands,1956,13570.0,13.57,75.389,17.258,0.59
MHL,Marshall Islands,1957,13638.0,13.638,75.767,17.34,0.411
MHL,Marshall Islands,1958,13805.0,13.805,76.694,17.248,2.014
MHL,Marshall Islands,1959,14197.0,14.197,78.869,16.783,3.558
MHL,Marshall Islands,1960,14703.0,14.703,81.681,16.187,3.449
MHL,Marshall Islands,1961,15219.0,15.219,84.55,15.749,3.457
MHL,Marshall Islands,1962,15755.0,15.755,87.528,15.457,3.466
MHL,Marshall Islands,1963,16302.0,16.302,90.564,15.277,3.356
MHL,Marshall Islands,1964,16852.0,16.852,93.625,15.176,3.294
MHL,Marshall Islands,1965,17402.0,17.402,96.681,15.16,3.132
MHL,Marshall Islands,1966,17927.0,17.927,99.592,15.232,2.806
MHL,Marshall Islands,1967,18655.0,18.655,103.639,15.424,5.115
MHL,Marshall Islands,1968,19862.0,19.862,110.344,15.715,7.354
MHL,Marshall Islands,1969,21305.0,21.305,118.358,16.065,6.691
MHL,Marshall Islands,1970,22530.0,22.53,125.167,16.216,4.555
MHL,Marshall Islands,1971,23366.0,23.366,129.814,15.927,2.769
MHL,Marshall Islands,1972,23992.0,23.992,133.292,15.472,2.522
MHL,Marshall Islands,1973,24581.0,24.581,136.561,15.143,2.327
MHL,Marshall Islands,1974,25296.0,25.296,140.533,14.951,3.392
MHL,Marshall Islands,1975,26154.0,26.154,145.297,14.818,3.277
MHL,Marshall Islands,1976,27021.0,27.021,150.117,14.667,3.25
MHL,Marshall Islands,1977,27906.0,27.906,155.031,14.483,3.193
MHL,Marshall Islands,1978,28809.0,28.809,160.053,14.274,3.183
MHL,Marshall Islands,1979,29738.0,29.738,165.214,14.078,3.165
MHL,Marshall Islands,1980,30774.0,30.774,170.969,13.948,3.676
MHL,Marshall Islands,1981,32017.000000000004,32.017,177.872,13.889,4.23
MHL,Marshall Islands,1982,33397.0,33.397,185.536,13.863,4.208
MHL,Marshall Islands,1983,34811.0,34.811,193.394,13.84,4.091
MHL,Marshall Islands,1984,36264.0,36.264,201.467,13.8,4.087
MHL,Marshall Islands,1985,37761.0,37.761,209.786,13.744,4.007
MHL,Marshall Islands,1986,39286.0,39.286,218.256,13.684,3.91
MHL,Marshall Islands,1987,40828.0,40.828,226.822,13.637,3.792
MHL,Marshall Islands,1988,42321.0,42.321,235.117,13.655,3.398
MHL,Marshall Islands,1989,43586.0,43.586,242.144,13.762,2.506
MHL,Marshall Islands,1990,44629.0,44.629,247.939,13.925,2.227
MHL,Marshall Islands,1991,45568.0,45.568,253.153,14.134,1.938
MHL,Marshall Islands,1992,46388.0,46.388,257.708,14.383,1.632
MHL,Marshall Islands,1993,47093.0,47.093,261.631,14.673,1.391
MHL,Marshall Islands,1994,47712.0,47.712,265.064,14.997,1.218
MHL,Marshall Islands,1995,48266.0,48.266,268.142,15.345,1.092
MHL,Marshall Islands,1996,48775.0,48.775,270.972,15.706,1.009
MHL,Marshall Islands,1997,49259.0,49.259,273.661,16.077,0.966
MHL,Marshall Islands,1998,49717.0,49.717,276.206,16.446,0.885
MHL,Marshall Islands,1999,50202.0,50.202,278.897,16.781,1.054
MHL,Marshall Islands,2000,50706.0,50.706,281.703,17.075,0.949
MHL,Marshall Islands,2001,51123.0,51.123,284.014,17.373,0.687
MHL,Marshall Islands,2002,51425.0,51.425,285.692,17.696,0.492
MHL,Marshall Islands,2003,51639.0,51.639,286.881,18.028,0.339
MHL,Marshall Islands,2004,51791.0,51.791,287.731,18.355,0.253
MHL,Marshall Islands,2005,51906.0,51.906,288.367,18.66,0.189
MHL,Marshall Islands,2006,51992.0,51.992,288.847,18.937,0.144
MHL,Marshall Islands,2007,52035.0,52.035,289.083,19.18,0.019
MHL,Marshall Islands,2008,52030.0,52.03,289.056,19.38,-0.038
MHL,Marshall Islands,2009,52019.0,52.019,288.992,19.523,-0.006
MHL,Marshall Islands,2010,52044.0,52.044,289.131,19.581,0.102
MHL,Marshall Islands,2011,51907.0,51.907,288.375,19.66,-0.626
MHL,Marshall Islands,2012,51419.0,51.419,285.661,19.852,-1.268
MHL,Marshall Islands,2013,50681.0,50.681,281.561,20.068,-1.626
MHL,Marshall Islands,2014,49796.0,49.796,276.644,20.275,-1.9
MHL,Marshall Islands,2015,48800.0,48.8,271.114,20.507,-2.141
MHL,Marshall Islands,2016,47709.0,47.709,265.05,20.749,-2.385
MHL,Marshall Islands,2017,46529.0,46.529,258.494,20.984,-2.626
MHL,Marshall Islands,2018,45285.0,45.285,251.583,21.191,-2.796
MHL,Marshall Islands,2019,44007.0,44.007,244.481,21.337,-2.934
MHL,Marshall Islands,2020,42706.0,42.706,237.258,21.405,-3.065
MHL,Marshall Islands,2021,41367.0,41.367,229.817,21.257,-3.312
MHL,Marshall Islands,2022,40077.0,40.077,222.65,20.965,-3.019
MHL,Marshall Islands,2023,38827.0,38.827,215.706,20.699,-3.323
FSM,Micronesia (Fed. States of),1950,32106.0,32.106,45.866,18.41,2.803
FSM,Micronesia (Fed. States of),1951,33003.0,33.003,47.147,18.185,2.709
FSM,Micronesia (Fed. States of),1952,33930.0,33.93,48.471,17.959,2.83
FSM,Micronesia (Fed. States of),1953,34911.0,34.911,49.873,17.753,2.87
FSM,Micronesia (Fed. States of),1954,35921.0,35.921,51.316,17.547,2.834
FSM,Micronesia (Fed. States of),1955,36974.0,36.974,52.82,17.348,2.943
FSM,Micronesia (Fed. States of),1956,38080.0,38.08,54.399,17.16,2.949
FSM,Micronesia (Fed. States of),1957,39218.0,39.218,56.026,16.965,2.945
FSM,Micronesia (Fed. States of),1958,40407.0,40.407,57.725,16.771,3.027
FSM,Micronesia (Fed. States of),1959,41659.0,41.659,59.513,16.579,3.073
FSM,Micronesia (Fed. States of),1960,43061.0,43.061,61.516,16.391,3.54
FSM,Micronesia (Fed. States of),1961,44610.0,44.61,63.729,16.211,3.529
FSM,Micronesia (Fed. States of),1962,46218.0,46.218,66.025,16.036,3.551
FSM,Micronesia (Fed. States of),1963,47744.0,47.744,68.206,15.843,2.958
FSM,Micronesia (Fed. States of),1964,49181.0,49.181,70.259,15.623,2.975
FSM,Micronesia (Fed. States of),1965,50684.0,50.684,72.405,15.46,3.041
FSM,Micronesia (Fed. States of),1966,52258.0,52.258,74.654,15.416,3.075
FSM,Micronesia (Fed. States of),1967,53846.0,53.846,76.924,15.386,2.918
FSM,Micronesia (Fed. States of),1968,55457.0,55.457,79.224,15.339,2.975
FSM,Micronesia (Fed. States of),1969,57145.0,57.145,81.636,15.295,3.022
FSM,Micronesia (Fed. States of),1970,58922.0,58.922,84.174,15.25,3.099
FSM,Micronesia (Fed. States of),1971,60636.0,60.636,86.624,15.163,2.644
FSM,Micronesia (Fed. States of),1972,62278.0,62.278,88.968,15.046,2.696
FSM,Micronesia (Fed. States of),1973,63986.0,63.986,91.409,14.946,2.716
FSM,Micronesia (Fed. States of),1974,65749.0,65.749,93.926,14.861,2.718
