ISO3,Country,Year,Underweight_Pct,HealthyWeight_Pct,Overweight_Pct,Obesity_Pct,Class1_Obesity_Pct,Class2_Obesity_Pct,Morbid_Obesity_Pct
TON,Tonga,2023,0.00247986798459455,0.0790068347381783,0.18097375147737083,0.7321065908866631,0.3041793805560523,0.22805952513044925,0.19986768520016143
TON,Tonga,2024,0.00251154137079695,0.0771034525550677,0.17519763186281465,0.739761423452084,0.30365752945082014,0.23027816906232956,0.20582572493893406
TUV,Tuvalu,1980,0.01943419301196625,0.2350487220975198,0.3199168780437025,0.397192537987696,0.24223740045572623,0.1087970450922487,0.04615809243972095
TUV,Tuvalu,1981,0.018641561422347103,0.22944407229967406,0.3190481558673318,0.4056170045817443,0.2460243167193591,0.11176264658614055,0.04783004127624455
TUV,Tuvalu,1982,0.0178774853400008,0.2237819866473606,0.3180214801821851,0.41418831972241144,0.249764832101675,0.11481874830239286,0.04960473931834345
TUV,Tuvalu,1983,0.0171433353697405,0.21811122701030575,0.3168569714005297,0.4228321204665862,0.25342256892918674,0.11794102531506265,0.05146852622233675
TUV,Tuvalu,1984,0.0164395811568261,0.21248136351212843,0.315571103301315,0.43148473811064747,0.2569598840117196,0.12111729608983796,0.0534075580090898
TUV,Tuvalu,1985,0.01576514706900775,0.20692453802452482,0.31418886015508285,0.44008517970074573,0.2603388857937744,0.12433258896922406,0.0554137049377472
TUV,Tuvalu,1986,0.0151232663266757,0.20149176367657812,0.3127075289111574,0.4485793405291454,0.26353797859527855,0.12756960694278865,0.0574717549910781
TUV,Tuvalu,1987,0.0145129014494323,0.1962334016850822,0.31112227839634965,0.45692422380343656,0.26656128930491124,0.13078622264037154,0.05957671185815365
TUV,Tuvalu,1988,0.01393350024198025,0.19117179791088695,0.30945322993539803,0.465074954331696,0.26938444404843137,0.13397333963335895,0.061717170649905596
TUV,Tuvalu,1989,0.01338526018461415,0.18634769569761078,0.30769856129836837,0.47299398175860297,0.2720026256533614,0.1370958828131412,0.0638954732921003
TUV,Tuvalu,1990,0.01286569267208885,0.1818011136845021,0.30587685595625147,0.4806230244968942,0.274395507695921,0.1401293521080726,0.06609816469290056
TUV,Tuvalu,1991,0.0123763027449859,0.1775780942155575,0.30399700193031864,0.4879096494537567,0.2765511123440145,0.14304456718549804,0.068313969924244
TUV,Tuvalu,1992,0.01191701740017855,0.1736968162157953,0.30205919953014954,0.4948358620261831,0.2784689053290824,0.14584629622342177,0.0705206604736788
TUV,Tuvalu,1993,0.01148402052894945,0.17013437213367166,0.30006353836491784,0.501428517692962,0.28017314031692064,0.1485329368693938,0.0727224405066475
TUV,Tuvalu,1994,0.0110797012784398,0.16685668359512273,0.29799944860711713,0.5077304431238296,0.2817070439569428,0.1511157492086511,0.0749076499582356
TUV,Tuvalu,1995,0.0107005407512375,0.1638584559914999,0.2958671102670022,0.5137552685473985,0.2830647068837793,0.1536286379098514,0.07706192375376755
TUV,Tuvalu,1996,0.0103431268126773,0.16108049201963032,0.2936693265318316,0.5195678704426607,0.2842709600667394,0.15609635823411086,0.07920055214181035
TUV,Tuvalu,1997,0.0100063939530462,0.1584939451881201,0.29140214033820744,0.5252035880652346,0.28535442460160715,0.15851122667414,0.08133793678948731
TUV,Tuvalu,1998,0.00968941027845355,0.15605181729375725,0.2890704969904998,0.5307070369294997,0.28634887986203444,0.16088274974157846,0.08347540732588679
TUV,Tuvalu,1999,0.0093933078035219,0.15374263862996004,0.2866709325865163,0.5360947736068193,0.28725944498839484,0.16319648813685014,0.08563884048157419
TUV,Tuvalu,2000,0.00911814042025385,0.15154131463662507,0.2842212847460405,0.5413726656203122,0.2880992515000451,0.16544118611606234,0.08783222800420475
TUV,Tuvalu,2001,0.0088616238533984,0.14942890804980674,0.2817190320688598,0.5465670557195512,0.28884605667850927,0.1676378574538889,0.0900831415871529
